"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","327","Get user by id and returns 200 and valid user [1] 1","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.user.UserApiTest","com.violetta.aqa.test.user.UserApiTest","getUserById_validRequest_return200AndValidUser"
"","219","Login with Invalid email and password and get 400 and error message [2] LoginDto(email=rolland.leuschke@gmail.com, password=019eb83coj)","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.auth.AuthApiTest","com.violetta.aqa.test.auth.AuthApiTest","login_invalidEmailInvalidPassword_return200AndErrorMessage"
"","157","Create user by valid body and returns 200 and valid user [3] UserDto(email=fredrick.friesen@hotmail.com, firstName=Lettie, lastName=Hand, avatar=https://picsum.photos/320/200)","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.user.UserApiTest","com.violetta.aqa.test.user.UserApiTest","createUser_validRequest_return201AndValidUser"
"","244","Get users validPageable return 200 and user list [2] 2","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.user.UserApiTest","com.violetta.aqa.test.user.UserApiTest","getUsers_validPageable_return200AndUserList"
"","391","Get users validPageable return 200 and user list [1] 1","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.user.UserApiTest","com.violetta.aqa.test.user.UserApiTest","getUsers_validPageable_return200AndUserList"
"","240","Get user by id and returns 200 and valid user [2] 2","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.user.UserApiTest","com.violetta.aqa.test.user.UserApiTest","getUserById_validRequest_return200AndValidUser"
"","248","Get user by id and returns 200 and valid user [4] 4","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.user.UserApiTest","com.violetta.aqa.test.user.UserApiTest","getUserById_validRequest_return200AndValidUser"
"","258","Login with Valid email and password and get 200 and token","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.auth.AuthApiTest","com.violetta.aqa.test.auth.AuthApiTest","login_validEmailValidPassword_return200AndToken"
"","180","Login with Invalid email and password and get 400 and error message [3] LoginDto(email=lewis.schowalter@yahoo.com, password=8pd0kz6z2)","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.auth.AuthApiTest","com.violetta.aqa.test.auth.AuthApiTest","login_invalidEmailInvalidPassword_return200AndErrorMessage"
"","802","Create user by valid body and returns 200 and valid user [1] UserDto(email=allan.batz@gmail.com, firstName=Tisha, lastName=Feil, avatar=https://picsum.photos/1600/1200)","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.user.UserApiTest","com.violetta.aqa.test.user.UserApiTest","createUser_validRequest_return201AndValidUser"
"","344","Login with Invalid email and password and get 400 and error message [1] LoginDto(email=desmond.jacobs@gmail.com, password=n474ycgyj24l)","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.auth.AuthApiTest","com.violetta.aqa.test.auth.AuthApiTest","login_invalidEmailInvalidPassword_return200AndErrorMessage"
"","235","Get user by id and returns 200 and valid user [3] 3","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.user.UserApiTest","com.violetta.aqa.test.user.UserApiTest","getUserById_validRequest_return200AndValidUser"
"","325","Create user by valid body and returns 200 and valid user [2] UserDto(email=laverne.nolan@yahoo.com, firstName=Wilber, lastName=Effertz, avatar=https://picsum.photos/320/200)","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.user.UserApiTest","com.violetta.aqa.test.user.UserApiTest","createUser_validRequest_return201AndValidUser"
"","345","Login with Missing password and get 400 and error message [2] LoginDto(email=lorraine.schulist@gmail.com, password=06lnttip4ka90o)","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.auth.AuthApiTest","com.violetta.aqa.test.auth.AuthApiTest","login_EmailOnly_return400AndErrorMessage"
"","10406","Login with Missing password and get 400 and error message [1] LoginDto(email=raleigh.strosin@gmail.com, password=cz19ntxt)","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.auth.AuthApiTest","com.violetta.aqa.test.auth.AuthApiTest","login_EmailOnly_return400AndErrorMessage"
"","180","Login with Missing password and get 400 and error message [3] LoginDto(email=iluminada.skiles@yahoo.com, password=569l82xli)","","2026-08-08","passed","2026-08-08","","com.violetta.aqa.test.auth.AuthApiTest","com.violetta.aqa.test.auth.AuthApiTest","login_EmailOnly_return400AndErrorMessage"
