"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","218","Login with Invalid email and password and get 400 and error message [3] LoginDto(email=gwendolyn.rowe@gmail.com, password=fzz8308703336)","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.auth.AuthApiTest","com.violetta.aqa.api.test.auth.AuthApiTest","login_invalidEmailInvalidPassword_return200AndErrorMessage"
"","243","Login with Missing password and get 400 and error message [2] LoginDto(email=oswaldo.blanda@hotmail.com, password=9n1h50keb9)","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.auth.AuthApiTest","com.violetta.aqa.api.test.auth.AuthApiTest","login_EmailOnly_return400AndErrorMessage"
"","3","LoginProductOrderUiTest","","2026-08-09","broken","2026-08-09","","com.violetta.aqa.ui.test.LoginProductOrderUiTest","com.violetta.aqa.ui.test.LoginProductOrderUiTest",""
"","216","Login with Invalid email and password and get 400 and error message [2] LoginDto(email=conception.kuphal@hotmail.com, password=hcb1c9pvt1xn2b)","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.auth.AuthApiTest","com.violetta.aqa.api.test.auth.AuthApiTest","login_invalidEmailInvalidPassword_return200AndErrorMessage"
"","205","Get user by id and returns 200 and valid user [1] 1","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.user.UserApiTest","com.violetta.aqa.api.test.user.UserApiTest","getUserById_validRequest_return200AndValidUser"
"","254","Get users validPageable return 200 and user list [1] 1","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.user.UserApiTest","com.violetta.aqa.api.test.user.UserApiTest","getUsers_validPageable_return200AndUserList"
"","155","Create user by valid body and returns 200 and valid user [2] UserDto(email=bryon.johns@hotmail.com, firstName=Salome, lastName=Bernier, avatar=https://picsum.photos/1024/768)","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.user.UserApiTest","com.violetta.aqa.api.test.user.UserApiTest","createUser_validRequest_return201AndValidUser"
"","209","Get user by id and returns 200 and valid user [4] 4","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.user.UserApiTest","com.violetta.aqa.api.test.user.UserApiTest","getUserById_validRequest_return200AndValidUser"
"","240","Login with Valid email and password and get 200 and token","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.auth.AuthApiTest","com.violetta.aqa.api.test.auth.AuthApiTest","login_validEmailValidPassword_return200AndToken"
"","47","Get user by id and returns 200 and valid user [2] 2","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.user.UserApiTest","com.violetta.aqa.api.test.user.UserApiTest","getUserById_validRequest_return200AndValidUser"
"","150","Login with Invalid email and password and get 400 and error message [1] LoginDto(email=carmelia.schowalter@gmail.com, password=3h54980q)","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.auth.AuthApiTest","com.violetta.aqa.api.test.auth.AuthApiTest","login_invalidEmailInvalidPassword_return200AndErrorMessage"
"","210","Get users validPageable return 200 and user list [2] 2","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.user.UserApiTest","com.violetta.aqa.api.test.user.UserApiTest","getUsers_validPageable_return200AndUserList"
"","226","Login with Missing password and get 400 and error message [3] LoginDto(email=marquis.cronin@yahoo.com, password=18cd641g9j)","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.auth.AuthApiTest","com.violetta.aqa.api.test.auth.AuthApiTest","login_EmailOnly_return400AndErrorMessage"
"","385","Create user by valid body and returns 200 and valid user [1] UserDto(email=graig.dooley@hotmail.com, firstName=Moshe, lastName=Bergnaum, avatar=https://picsum.photos/320/200)","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.user.UserApiTest","com.violetta.aqa.api.test.user.UserApiTest","createUser_validRequest_return201AndValidUser"
"","211","Create user by valid body and returns 200 and valid user [3] UserDto(email=joan.keebler@hotmail.com, firstName=Wilbur, lastName=Stoltenberg, avatar=https://picsum.photos/1680/1050)","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.user.UserApiTest","com.violetta.aqa.api.test.user.UserApiTest","createUser_validRequest_return201AndValidUser"
"","199","Get user by id and returns 200 and valid user [3] 3","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.user.UserApiTest","com.violetta.aqa.api.test.user.UserApiTest","getUserById_validRequest_return200AndValidUser"
"","3727","Login with Missing password and get 400 and error message [1] LoginDto(email=trenton.ryan@yahoo.com, password=yg0no7fz4j758v8)","","2026-08-09","passed","2026-08-09","","com.violetta.aqa.api.test.auth.AuthApiTest","com.violetta.aqa.api.test.auth.AuthApiTest","login_EmailOnly_return400AndErrorMessage"
